bat_t0,bat_t1,bat_t2,bat_t3,bat_t4,bat_t5,riot_sum,prot_sum,expl_sum,viol_sum,strat_sum,prevalenceUndernourishment,"Death rate, crude (per 1,000 people)",GDP per Capita,Military expenditure (% of GDP),prevalenceUndernourishment_y2,"Death rate, crude (per 1,000 people)_y2",GDP per Capita_y2,Military expenditure (% of GDP)_y2,rfc,iso3,date
66.0,48.0,41.0,77.0,53.0,47.0,0.0,0.0,383.0,66.0,22.0,7.1,3.446,23338.9634580718,8.77471912659104,7.1,3.446,20803.7425657324,10.2513563494886,0.983,SAU,2019-06-01
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.9,7.292999999999999,3082.5430987195696,3.6880710661508296,18.9,7.292999999999999,2930.7031716534198,3.6880710661508296,0.001,DJI,2019-06-01
0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,11.4,6.005,3598.6290800442653,4.47974255585825,27.8,7.159000000000002,2542.295118088405,2.030427949364205,0.025,GMB,2019-06-01
0.0,2.0,0.0,0.0,0.0,1.0,12.0,950.0,1.0,2.0,28.0,3.9,4.717,4114.71506136896,5.27141404556567,3.9,4.717,4044.2983722652293,6.014253329225941,0.005,DZA,2019-06-01
4.0,5.0,4.0,5.0,3.0,1.0,10.0,22.0,9.0,18.0,12.0,37.5,12.309000000000001,728.343235359289,2.1295595384847,37.5,12.309000000000001,664.303315726258,2.23858942668309,0.215,TCD,2019-06-01
70.0,63.0,58.0,42.0,67.0,56.0,7.0,119.0,610.0,201.0,85.0,29.0,4.8260000000000005,5834.166210760611,2.72652780753896,29.0,4.8260000000000005,5205.28825481948,3.8386612850878197,0.994,IRQ,2019-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,36.8,5.308,772.944459929187,1.2318198553324098,36.8,5.308,762.914374550788,1.27516194002714,0.001,RWA,2019-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,36.93333333333333,9.542,10261.7600116887,0.17916867981852397,31.95,9.542,9738.43422416926,0.17916867981852397,0.0,GNQ,2019-06-01
0.0,0.0,0.0,0.0,0.0,0.0,214.0,238.0,0.0,0.0,0.0,37.06666666666667,2.3680000000000003,24050.7575053956,3.5954853914712994,10.2,2.3680000000000003,23715.4827473156,4.389060136856299,0.004,BHR,2019-06-01
0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,3.0,37.2,7.729,677.322178545364,0.7653727598610028,37.2,7.729,698.7017643551101,0.7282714286735921,0.0,LBR,2019-06-01
6.0,3.0,1.0,6.0,2.0,1.0,27.0,155.0,6.0,13.0,38.0,11.0,4.263,8269.78767551923,4.993891315784589,11.0,4.263,7838.34338489943,4.59676966111758,0.149,LBN,2019-06-01
0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,10.633333333333333,6.009,6024.439163599102,3.7460372392803167,27.7,5.224,4176.8180619348905,2.5883960059632845,0.014,GMB,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0,10.266666666666667,7.754999999999999,3779.090651678976,2.498183162776044,11.55,6.584,14054.871382637537,15.388018169600636,0.006,COG,2019-07-01
25.0,13.0,25.0,20.0,21.0,18.0,7.0,16.0,14.0,178.0,40.0,9.9,9.501,1533.74213975885,1.25032908627177,9.9,9.501,1421.5874924368802,1.3061757689993798,0.888,CMR,2019-07-01
2.0,3.0,2.0,3.0,3.0,2.0,24.0,52.0,3.0,26.0,1.0,29.4,5.582000000000001,1710.51009699405,1.2204249864536498,29.4,5.582000000000001,1568.2015406641299,1.28737427114205,0.003,KEN,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,36.8,5.308,772.944459929187,1.2318198553324098,36.8,5.308,762.914374550788,1.27516194002714,0.001,RWA,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.36666666666667,1.169,68793.78443726139,2.2705803247423564,23.85,1.169,61264.3964777979,1.269380448742701,0.004,QAT,2019-07-01
4.0,3.0,3.0,7.0,9.0,2.0,496.0,185.0,182.0,223.0,200.0,13.933333333333335,3.1345,55254.406860652314,3.309340794152303,29.83333333333333,8.322000000000001,938.6284477170932,1.2513751092151002,0.552,PSE,2019-07-01
1.0,1.0,0.0,1.0,2.0,0.0,21.0,77.0,158.0,13.0,41.0,2.5,5.1,41715.0292840432,4.34810126356225,2.5,5.1,40541.8620907084,4.4325638900397095,0.058,ISR,2019-07-01
2.0,3.0,3.0,3.0,2.0,0.0,77.0,638.0,17.0,8.0,17.0,4.3,6.274,3447.5079097555104,2.08983075733882,4.3,6.274,3482.18672918633,2.13072175216751,0.006,TUN,2019-07-01
136.0,197.0,227.0,163.0,179.0,127.0,11.0,101.0,8131.0,2143.0,482.0,15.349999999999998,6.053999999999999,5853.074787751209,2.436076355653475,33.849999999999994,6.240666666666668,606.2754599286636,1.4736586921386332,0.985,SYR,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.4,5.834,8258.641665746909,2.78232195396813,26.4,5.834,7893.210107711159,3.0216559053007,0.0,BWA,2019-07-01
25.0,17.0,17.0,18.0,14.0,20.0,19.0,71.0,19.0,153.0,68.0,20.0,8.341000000000001,715.12290404614,2.05918567597085,20.0,8.341000000000001,642.429838650148,1.42725841123202,0.332,BFA,2019-07-01
0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,2.0,30.7,6.622000000000001,1050.6752537984598,1.2118635133876001,30.7,6.622000000000001,1004.8411206644099,1.1793767853612,0.001,TZA,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,4.0,2.0,25.0,8.432,3432.38573600893,1.77713755353982,25.0,8.432,4095.8129415585704,2.4211128376509703,0.002,AGO,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,27.3,8.23,5931.453886116171,3.3496331905387997,27.3,8.23,5646.45600811344,3.55452276699843,0.003,NAM,2019-07-01
0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,3.0,16.1,8.568,679.257083602874,1.97291955976058,16.1,8.568,624.544945930112,1.8855802312923,0.001,TGO,2019-07-01
9.0,8.0,11.0,7.0,9.0,6.0,17.0,16.0,0.0,48.0,9.0,44.4,6.185,527.501285041282,0.602150651051468,44.4,6.185,515.292738970352,0.580022350808989,0.194,MDG,2019-07-01
6.0,1.0,1.0,8.0,8.0,2.0,11.0,11.0,0.0,51.0,49.0,59.6,12.671,475.721250544318,1.40860967195269,59.6,12.671,449.78642351042396,1.4355130553548998,0.614,CAF,2019-07-01
3.0,5.0,3.0,3.0,5.0,4.0,6.0,12.0,22.0,87.0,22.0,16.5,8.529,413.980304962089,2.45284928450267,16.5,8.529,375.869489673522,2.47355475012656,0.26,NER,2019-07-01
0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,13.1,14.655999999999999,1299.15312598733,1.8099529808638601,13.1,14.655999999999999,1226.6126297762,2.01259762454174,0.0,LSO,2019-07-01
0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,4.0,1.0,25.6,12.003,533.991184258936,0.7976317629685981,25.6,12.003,499.38070781976,1.11400432490446,0.001,SLE,2019-07-01
0.0,2.0,3.0,0.0,0.0,0.0,18.0,11.0,0.0,3.0,3.0,10.1,9.025,901.5438712063569,0.863004044861682,10.1,9.025,829.478802783315,1.2641029660741598,0.007,BEN,2019-07-01
0.0,0.0,2.0,0.0,0.0,0.0,6.0,1063.0,0.0,0.0,25.0,3.9,4.717,4114.71506136896,5.27141404556567,3.9,4.717,4044.2983722652293,6.014253329225941,0.019,DZA,2019-07-01
0.0,2.0,1.0,0.0,1.0,1.0,54.0,31.0,0.0,16.0,2.0,10.7,5.7639999999999985,2252.056547273898,3.05877049194188,7.1,7.887499999999998,2451.887110811605,1.718448760583445,0.011,CIV,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,0.0,2.0,1.0,17.5,6.811,389.398033178836,0.8461269383180899,17.5,6.811,356.71757315336896,0.762728731361402,0.001,MWI,2019-07-01
0.0,0.0,0.0,2.0,0.0,1.0,32.0,31.0,0.0,6.0,2.0,16.5,8.715,878.599613250501,2.46740138641465,16.5,8.715,855.573639877367,2.7083201064926805,0.001,GIN,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.35,9.542,10261.7600116887,0.17916867981852397,23.45,9.542,9738.43422416926,0.17916867981852397,0.001,GNQ,2019-07-01
0.0,1.0,0.0,0.0,0.0,0.0,390.0,367.0,1.0,14.0,3.0,6.2,9.498,6374.02819575944,0.981709721430103,6.2,9.498,6132.4798409721,1.04366339589233,0.003,ZAF,2019-07-01
61.0,64.0,64.0,53.0,55.0,90.0,107.0,225.0,3.0,341.0,125.0,6.5,5.98,11394.592736929173,4.576504611261512,7.95,7.3765,1585.7169022026198,1.6544362042955163,0.636,COD,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2.4619999999999997,16415.157278098897,8.17129950109292,6.8,2.4619999999999997,15130.4978264405,9.55980559876077,0.0,OMN,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,1.0,1.0,10.5,6.997999999999999,7952.525892776509,1.5312076297688402,10.5,6.997999999999999,7212.535744306759,1.81048946881181,0.001,GAB,2019-07-01
0.0,0.0,0.0,0.0,1.0,1.0,12.0,137.0,2.0,4.0,19.0,12.2,3.843,4241.78878213854,4.682528726008179,12.2,3.843,4162.820686572561,4.841143745217691,0.01,JOR,2019-07-01
60.0,70.0,63.0,58.0,42.0,67.0,6.0,149.0,648.0,180.0,79.0,29.0,4.8260000000000005,5834.166210760611,2.72652780753896,29.0,4.8260000000000005,5205.28825481948,3.8386612850878197,0.988,IRQ,2019-07-01
37.0,37.0,16.0,75.0,8.0,22.0,7.0,63.0,248.0,83.0,58.0,23.0,5.099,7241.70448113024,15.479576301383199,29.9,5.099,5756.423140182829,15.479576301383199,0.925,LBY,2019-07-01
8.0,8.0,4.0,6.0,6.0,5.0,29.0,25.0,16.0,227.0,39.0,17.0,8.106,271.752044376648,1.8821614708513899,27.95,8.106,292.997630684415,1.87065219636162,0.122,BDI,2019-07-01
2.0,6.0,3.0,1.0,6.0,2.0,47.0,168.0,6.0,11.0,41.0,11.0,4.263,8269.78767551923,4.993891315784589,11.0,4.263,7838.34338489943,4.59676966111758,0.139,LBN,2019-07-01
0.0,2.0,2.0,5.0,1.0,4.0,9.0,52.0,3.0,23.0,10.0,20.6,6.691,772.313530261357,0.6419202927722609,20.6,6.691,768.425025531532,0.6766622111845191,0.023,ETH,2019-07-01
35.0,44.0,39.0,50.0,64.0,53.0,105.0,288.0,44.0,367.0,69.0,13.4,12.114,2028.1819701759803,0.506584947663024,13.4,12.114,1968.5595883057501,0.430671213892571,0.119,NGA,2019-07-01
106.0,116.0,118.0,63.0,88.0,75.0,9.0,35.0,324.0,290.0,74.0,17.025,11.062000000000001,314.544165670763,0.7807927427642127,30.266666666666666,11.062000000000001,309.055354770056,1.2153759472881498,0.971,SOM,2019-07-01
11.0,10.0,14.0,8.0,14.0,12.0,3.0,54.0,153.0,67.0,23.0,20.65,10.818,717.0977487469514,1.0550005378654013,21.45,7.1815,4134.539798692341,2.7476053277136296,0.653,EGY,2019-07-01
13.0,7.0,15.0,15.0,21.0,17.0,9.0,7.0,1.0,127.0,12.0,24.275,10.574000000000002,1119.65133182314,1.32920833296659,21.9,10.574000000000002,1119.65133182314,2.35286936717433,0.608,SSD,2019-07-01
4.0,3.0,1.0,2.0,0.0,0.0,7.0,11.0,0.0,61.0,1.0,27.9,8.964,498.95722020865196,0.9941051974364109,27.9,8.964,461.415094120589,1.02164265203857,0.017,MOZ,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,1.429,43004.9533584848,2.3410881317936205,2.6,1.429,39811.634701762996,5.636499500763584,0.004,ARE,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.9,7.292999999999999,3082.5430987195696,3.6880710661508296,18.9,7.292999999999999,2930.7031716534198,3.6880710661508296,0.003,DJI,2019-07-01
1.0,6.0,1.0,0.0,7.0,4.0,35.0,28.0,0.0,13.0,1.0,5.5,7.414,2202.31216442504,0.41391681686450804,5.5,7.414,2025.8858571313299,0.40171884320713297,0.028,GHA,2019-07-01
13.0,16.0,27.0,14.0,13.0,15.0,29.0,57.0,60.0,145.0,49.0,6.3,9.984,899.659908096615,2.8650192995004,6.3,9.984,828.5119764015241,3.01190768930655,0.528,MLI,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,3.0,2.0,46.7,6.632999999999999,1539.9001577990698,1.40095005931668,46.7,6.632999999999999,1534.86537052245,1.3051997513476201,0.0,ZMB,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,222.0,262.0,0.0,0.0,0.0,48.23333333333333,2.3680000000000003,24050.7575053956,3.5954853914712994,6.45,2.3680000000000003,23715.4827473156,4.389060136856299,0.006,BHR,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.76666666666666,7.3260000000000005,811.376028602108,20.8657453093811,16.075000000000006,7.3260000000000005,811.376028602108,20.8657453093811,0.086,ERI,2019-07-01
0.0,0.0,0.0,1.0,0.0,0.0,14.0,17.0,0.0,12.0,1.0,51.3,8.044,2146.99638487707,2.16960636324343,51.3,8.044,1602.40350699048,1.9301341465608999,0.003,ZWE,2019-07-01
4.0,4.0,5.0,4.0,5.0,3.0,8.0,19.0,10.0,17.0,11.0,37.5,12.309000000000001,728.343235359289,2.1295595384847,37.5,12.309000000000001,664.303315726258,2.23858942668309,0.238,TCD,2019-07-01
296.0,260.0,259.0,276.0,279.0,246.0,18.0,143.0,3430.0,666.0,295.0,23.95,9.824,958.5889114495094,2.574405806187415,30.9,7.173333333333333,449.6365453065394,1.6721554442501267,0.986,YEM,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,1.0,0.0,10.4,7.3389999999999995,1188.8345875397301,3.01925207389013,10.4,7.3389999999999995,1145.5479472739098,2.9071535653839,0.0,MRT,2019-07-01
0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,1.0,2.0,11.3,5.845,1521.95355421391,1.85432975233273,11.3,5.845,1367.2189480228399,1.88634136843828,0.0,SEN,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.8,2.6010000000000004,33994.4065667831,5.05553177566242,2.8,2.6010000000000004,29759.532447140802,5.63471639461406,0.0,KWT,2019-07-01
4.0,2.0,2.0,1.0,0.0,3.0,22.0,1261.0,5.0,4.0,28.0,15.4,6.2029999999999985,17386.18824429281,3.34635007246008,5.85,8.456,4079.182849051715,0.7226911195497315,0.14,IRN,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,28.0,9.805,777.969921802522,1.6371683692577401,28.0,9.805,736.725566231783,1.6371683692577401,0.0,GNB,2019-07-01
1.0,0.0,0.0,0.0,0.0,0.0,20.0,461.0,0.0,1.0,6.0,3.4,5.072,3237.8833681566603,3.10442662748775,3.4,5.072,3036.1710616068394,3.18502663678811,0.0,MAR,2019-07-01
5.0,5.0,6.0,12.0,12.0,9.0,34.0,684.0,5.0,80.0,29.0,20.1,7.261,977.273635724417,2.27830187334924,20.1,7.261,3015.02442975186,3.910878363484,0.124,SDN,2019-07-01
49.0,66.0,48.0,41.0,77.0,53.0,0.0,1.0,364.0,41.0,32.0,7.1,3.446,23338.9634580718,8.77471912659104,7.1,3.446,20803.7425657324,10.2513563494886,0.977,SAU,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,1.0,2.0,37.2,7.729,677.322178545364,0.7653727598610028,37.2,7.729,698.7017643551101,0.7282714286735921,0.0,LBR,2019-07-01
2.0,3.0,4.0,2.0,2.0,2.0,86.0,35.0,0.0,40.0,5.0,41.0,6.769,642.776744292007,1.4250058976975302,41.0,6.769,631.5227197922779,1.2935933759192701,0.008,UGA,2019-07-01
62.0,73.0,58.0,24.0,28.0,4.0,59.0,854.0,73.0,118.0,168.0,29.4,7.678666666666666,2553.1938947811514,1.2772405056083875,20.15,5.3355,3286.25360142116,2.86250132676305,0.584,TUR,2019-07-01
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,17.8,8.588333333333333,4463.611045270296,1.1294751135192451,7.025,5.8420000000000005,27298.366736672964,9.910291029820174,0.008,SWZ,2019-07-01
1.0,0.0,1.0,0.0,0.0,0.0,400.0,358.0,1.0,15.0,3.0,6.2,9.498,6374.02819575944,0.981709721430103,6.2,9.498,6132.4798409721,1.04366339589233,0.003,ZAF,2019-08-01
2.0,3.0,5.0,3.0,3.0,5.0,6.0,11.0,26.0,96.0,18.0,16.5,8.529,413.980304962089,2.45284928450267,16.5,8.529,375.869489673522,2.47355475012656,0.262,NER,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,0.0,1.0,3.0,17.5,6.811,389.398033178836,0.8461269383180899,17.5,6.811,356.71757315336896,0.762728731361402,0.002,MWI,2019-08-01
10.0,25.0,13.0,25.0,20.0,21.0,7.0,16.0,14.0,179.0,39.0,9.9,9.501,1533.74213975885,1.25032908627177,9.9,9.501,1421.5874924368802,1.3061757689993798,0.863,CMR,2019-08-01
1.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,5.0,6.0,25.6,12.003,533.991184258936,0.7976317629685981,25.6,12.003,499.38070781976,1.11400432490446,0.003,SLE,2019-08-01
15.0,25.0,17.0,17.0,18.0,14.0,18.0,65.0,21.0,166.0,59.0,20.0,8.341000000000001,715.12290404614,2.05918567597085,20.0,8.341000000000001,642.429838650148,1.42725841123202,0.362,BFA,2019-08-01
2.0,0.0,2.0,2.0,5.0,1.0,8.0,50.0,3.0,20.0,7.0,20.6,6.691,772.313530261357,0.6419202927722609,20.6,6.691,768.425025531532,0.6766622111845191,0.015,ETH,2019-08-01
10.0,9.0,8.0,11.0,7.0,9.0,14.0,17.0,0.0,38.0,8.0,44.4,6.185,527.501285041282,0.602150651051468,44.4,6.185,515.292738970352,0.580022350808989,0.247,MDG,2019-08-01
0.0,0.0,0.0,0.0,2.0,0.0,32.0,27.0,0.0,4.0,3.0,16.5,8.715,878.599613250501,2.46740138641465,16.5,8.715,855.573639877367,2.7083201064926805,0.0,GIN,2019-08-01
11.0,13.0,16.0,27.0,14.0,13.0,41.0,56.0,60.0,139.0,51.0,6.3,9.984,899.659908096615,2.8650192995004,6.3,9.984,828.5119764015241,3.01190768930655,0.498,MLI,2019-08-01
9.0,11.0,10.0,14.0,8.0,14.0,3.0,45.0,164.0,68.0,16.0,16.349999999999998,7.909,4579.150786921763,2.8236706267342653,27.766666666666666,9.28,2373.302380192335,2.27628650183797,0.667,EGY,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,26.4,5.834,8258.641665746909,2.78232195396813,26.4,5.834,7893.210107711159,3.0216559053007,0.0,BWA,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,1.0,0.0,10.4,7.3389999999999995,1188.8345875397301,3.01925207389013,10.4,7.3389999999999995,1145.5479472739098,2.9071535653839,0.0,MRT,2019-08-01
52.0,61.0,64.0,64.0,53.0,55.0,103.0,255.0,3.0,370.0,144.0,7.35,6.8065,2318.17124864762,2.5545414156144752,18.0,6.3475,5967.078163229,3.508941249384275,0.626,COD,2019-08-01
1.0,2.0,3.0,3.0,3.0,2.0,68.0,594.0,14.0,4.0,15.0,4.3,6.274,3447.5079097555104,2.08983075733882,4.3,6.274,3482.18672918633,2.13072175216751,0.0,TUN,2019-08-01
258.0,136.0,197.0,227.0,163.0,179.0,11.0,93.0,8192.0,1503.0,462.0,7.333333333333334,8.220666666666666,2974.399263229,1.5620821541135548,5.8,8.655,819.9440025018159,11.938826499343824,0.988,SYR,2019-08-01
0.0,0.0,2.0,1.0,0.0,1.0,45.0,29.0,0.0,15.0,3.0,10.366666666666667,10.167333333333334,2501.29061670249,1.0343335508882894,35.7,7.6525,2308.7139683711703,2.92050625502245,0.007,CIV,2019-08-01
29.0,35.0,44.0,39.0,50.0,64.0,86.0,292.0,42.0,300.0,61.0,13.4,12.114,2028.1819701759803,0.506584947663024,13.4,12.114,1968.5595883057501,0.430671213892571,0.176,NGA,2019-08-01
0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,2.0,30.7,6.622000000000001,1050.6752537984598,1.2118635133876001,30.7,6.622000000000001,1004.8411206644099,1.1793767853612,0.002,TZA,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,36.8,5.308,772.944459929187,1.2318198553324098,36.8,5.308,762.914374550788,1.27516194002714,0.002,RWA,2019-08-01
4.0,8.0,8.0,4.0,6.0,6.0,24.0,25.0,12.0,234.0,40.0,32.66,8.106,271.752044376648,1.8821614708513899,21.040000000000006,8.106,292.997630684415,1.87065219636162,0.118,BDI,2019-08-01
8.0,4.0,3.0,3.0,7.0,9.0,456.0,178.0,196.0,210.0,195.0,28.52,7.846,451.6267057851347,8.210022750361293,27.2,7.8195,4314.967836971471,2.32941213727922,0.569,PSE,2019-08-01
52.0,62.0,73.0,58.0,24.0,28.0,58.0,899.0,79.0,105.0,205.0,24.380000000000006,7.5859999999999985,631.5013671936213,14.537884029871194,27.53333333333333,8.755,4009.879194152887,2.9154046344182003,0.661,TUR,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.24,7.3260000000000005,811.376028602108,20.8657453093811,5.3,7.3260000000000005,811.376028602108,20.8657453093811,0.052,ERI,2019-08-01
0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,3.0,16.1,8.568,679.257083602874,1.97291955976058,16.1,8.568,624.544945930112,1.8855802312923,0.002,TGO,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.9,7.292999999999999,3082.5430987195696,3.6880710661508296,18.9,7.292999999999999,2930.7031716534198,3.6880710661508296,0.003,DJI,2019-08-01
0.0,0.0,0.0,0.0,0.0,1.0,16.0,118.0,0.0,4.0,21.0,12.2,3.843,4241.78878213854,4.682528726008179,12.2,3.843,4162.820686572561,4.841143745217691,0.015,JOR,2019-08-01
4.0,2.0,6.0,3.0,1.0,6.0,47.0,181.0,6.0,15.0,48.0,11.0,4.263,8269.78767551923,4.993891315784589,11.0,4.263,7838.34338489943,4.59676966111758,0.119,LBN,2019-08-01
0.0,2.0,3.0,4.0,2.0,2.0,87.0,35.0,0.0,41.0,4.0,41.0,6.769,642.776744292007,1.4250058976975302,41.0,6.769,631.5227197922779,1.2935933759192701,0.011,UGA,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2.4619999999999997,16415.157278098897,8.17129950109292,6.8,2.4619999999999997,15130.4978264405,9.55980559876077,0.0,OMN,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.8,2.6010000000000004,33994.4065667831,5.05553177566242,2.8,2.6010000000000004,29759.532447140802,5.63471639461406,0.0,KWT,2019-08-01
7.0,5.0,5.0,6.0,12.0,12.0,28.0,611.0,6.0,90.0,27.0,20.1,7.261,977.273635724417,2.27830187334924,20.1,7.261,3015.02442975186,3.910878363484,0.117,SDN,2019-08-01
1.0,4.0,2.0,2.0,1.0,0.0,23.0,1226.0,5.0,2.0,25.0,12.8,7.3375,1589.7929000747283,1.3461093451068742,18.05,4.136,13004.51541027594,7.045008817288211,0.117,IRN,2019-08-01
2.0,1.0,6.0,1.0,0.0,7.0,34.0,34.0,0.0,10.0,2.0,5.5,7.414,2202.31216442504,0.41391681686450804,5.5,7.414,2025.8858571313299,0.40171884320713297,0.023,GHA,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,4.0,2.0,25.0,8.432,3432.38573600893,1.77713755353982,25.0,8.432,4095.8129415585704,2.4211128376509703,0.002,AGO,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,13.8,1.169,68793.78443726139,1.5915666978444298,11.920000000000002,1.169,61264.3964777979,10.943268266376009,0.01,QAT,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,1.429,43004.9533584848,1.4059958421490402,2.6,1.429,39811.634701762996,1.649985947841895,0.002,ARE,2019-08-01
2.0,2.0,3.0,2.0,3.0,3.0,25.0,55.0,3.0,22.0,3.0,29.4,5.582000000000001,1710.51009699405,1.2204249864536498,29.4,5.582000000000001,1568.2015406641299,1.28737427114205,0.003,KEN,2019-08-01
0.0,1.0,1.0,0.0,1.0,2.0,23.0,81.0,164.0,23.0,45.0,2.5,5.1,41715.0292840432,4.34810126356225,2.5,5.1,40541.8620907084,4.4325638900397095,0.065,ISR,2019-08-01
106.0,106.0,116.0,118.0,63.0,88.0,8.0,38.0,319.0,266.0,71.0,5.033333333333333,11.062000000000001,314.544165670763,9.913838782472727,26.58,11.062000000000001,309.055354770056,1.57054097929891,0.998,SOM,2019-08-01
52.0,37.0,37.0,16.0,75.0,8.0,8.0,64.0,295.0,88.0,44.0,7.566666666666666,5.099,7241.70448113024,15.479576301383199,7.36,5.099,5756.423140182829,15.479576301383199,0.95,LBY,2019-08-01
1.0,0.0,2.0,3.0,0.0,0.0,14.0,10.0,0.0,2.0,3.0,10.1,9.025,901.5438712063569,0.863004044861682,10.1,9.025,829.478802783315,1.2641029660741598,0.005,BEN,2019-08-01
0.0,6.0,1.0,1.0,8.0,8.0,11.0,12.0,0.0,50.0,48.0,59.6,12.671,475.721250544318,1.40860967195269,59.6,12.671,449.78642351042396,1.4355130553548998,0.534,CAF,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,208.0,203.0,0.0,0.0,2.0,43.8,2.3680000000000003,24050.7575053956,3.5954853914712994,4.8,2.3680000000000003,23715.4827473156,4.389060136856299,0.004,BHR,2019-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,28.0,9.805,777.969921802522,1.6371683692577401,28.0,9.805,736.725566231783,1.6371683692577401,0.0,GNB,2019-08-01
64.0,60.0,70.0,63.0,58.0,42.0,9.0,166.0,697.0,183.0,80.0,29.0,4.8260000000000005,5834.166210760611,2.72652780753896,29.0,4.8260000000000005,5205.28825481948,3.8386612850878197,0.988,IRQ,2019-08-01
11.0,4.0,4.0,5.0,4.0,5.0,8.0,12.0,7.0,17.0,12.0,37.5,12.309000000000001,728.343235359289,2.1295595384847,37.5,12.309000000000001,664.303315726258,2.23858942668309,0.279,TCD,2019-08-01
0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,25.3,13.4825,1013.7481806733093,1.96975625967428,10.7,6.1965,21736.282631180908,4.0603174780952695,0.049,GMB,2019-08-01
0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,13.1,14.655999999999999,1299.15312598733,1.8099529808638601,13.1,14.655999999999999,1226.6126297762,2.01259762454174,0.0,LSO,2019-08-01
